city,postcode,housenumber,street,state,address2,longitude,latitude
Miami Beach,33140,5025,Collins Avenue,Florida,"5025 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12094432241398,25.8269594
Miami Beach,33140,5055,Collins Avenue,Florida,"5055 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12116785589518,25.8274913
El Portal,33138,,Northeast 86th Street,Florida,"Northeast 86th Street, El Portal, FL 33138, United States of America",-80.1950355,25.8532771
El Portal,33138,,Northeast 86th Street,Florida,"Northeast 86th Street, El Portal, FL 33138, United States of America",-80.1948555,25.8534012
Miami Beach,33140,5101,Collins Avenue,Florida,"5101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12125551571668,25.828197
Miami,62600,36,Northeast 85th Street,Florida,"36 Northeast 85th Street, Miami, FL 62600, United States of America",-80.1818047,25.8534481
,33126,5800,Blue Lagoon Drive,Florida,"5800 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.29178909093682,25.78187915
,33166,5301,Northwest 36th Street,Florida,"5301 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.28262765813179,25.80809725
Miami,33126,,West Flagler Street,Florida,"West Flagler Street, Miami, FL 33126, United States of America",-80.2953193,25.7707512
,33166,101,Fairway Drive,Florida,"101 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28303693019996,25.80898985
Miami Beach,33140,5401,Collins Avenue,Florida,"5401 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12105295727929,25.83272795
North Bay Village,33141,1819,John F. Kennedy Causeway,Florida,"1819 John F. Kennedy Causeway, North Bay Village, FL 33141, United States of America",-80.14834885674037,25.8490383
,33166,111,Fairway Drive,Florida,"111 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28446302192982,25.8086603
Miami,33155,,Southwest 63rd Avenue,Florida,"Southwest 63rd Avenue, Miami, FL 33155, United States of America",-80.2979444,25.7660111
North Bay Village,33141,1865,John F. Kennedy Causeway,Florida,"North Bay Village, FL 33141, United States of America",-80.1473206,25.8490938
,33166,131,Fairway Drive,Florida,"131 Fairway Drive, Miami Springs, FL 33166, United States of America",-80.28559044442474,25.808733
Miami Beach,33140,5445,Collins Avenue,Florida,"5445 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1202977,25.834445
Miami Beach,33140,5445,Collins Avenue,Florida,"5445 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1203218,25.834754
Miami Beach,33141,2301,Normandy Drive,Florida,"2301 Normandy Drive, Miami Beach, FL 33141, United States of America",-80.14401237962443,25.8512975
,33266,,Curtiss Parkway,Florida,"Miami Springs, FL 33266, United States of America",-80.2889784,25.8086755
Miami Beach,33141,,Normandy Drive,Florida,"Normandy Drive, Miami Beach, FL 33141, United States of America",-80.1424528,25.8520817
Miami Beach,33141,,West 63rd Street,Florida,"West 63rd Street, Miami Beach, FL 33141, United States of America",-80.1264463,25.843887
,33126,6605,Northwest 7th Street,Florida,"6605 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.30381693828375,25.778169849999998
Miami Beach,33140,6039,Collins Avenue,Florida,"6039 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12022127766318,25.843139450000002
Northwest Trailer Park,33147,8929,Northwest 27th Avenue,Florida,"8929 Northwest 27th Avenue, Northwest Trailer Park, FL 33147, United States of America",-80.24126713413384,25.85539735
Miami Beach,33141,6084,Collins Avenue,Florida,"6084 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12120443801157,25.844188250000002
,33126,6700,Northwest 12th Street,Florida,"6700 Northwest 12th Street, Miami-Dade County, FL 33126, United States of America",-80.30512617024897,25.7839779
Miami,33144,6891,Southwest 8th Street,Florida,"6891 Southwest 8th Street, Miami, FL 33144, United States of America",-80.30709034155709,25.763255049999998
Virginia Gardens,33166,5911,Northwest 36th Street,Florida,"5911 Northwest 36th Street, Virginia Gardens, FL 33166, United States of America",-80.29582640072098,25.80792185
Miami Beach,33140,6261,Collins Avenue,Florida,"6261 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12028105795633,25.84423755
,33126,6700,Northwest 7th Street,Florida,"6700 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.3064972396707,25.77689625
White House Trailer Park,33144,6925,Southwest 8th Street,Florida,"6925 Southwest 8th Street, White House Trailer Park, FL 33144, United States of America",-80.30762440359047,25.763559200000003
Miami Beach,33141,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12076922675796,25.844961050000002
,33126,6750,Northwest 7th Street,Florida,"6750 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.30745487221164,25.776844099999998
Miami Beach,33141,6345,Collins Avenue,Florida,"6345 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12002009927775,25.845249000000003
Hialeah,33010,131,West 5th Street,Florida,"131 West 5th Street, Hialeah, FL 33010, United States of America",-80.28403890000001,25.8265581
,33143,5959,Southwest 71st Street,Florida,"5959 Southwest 71st Street, South Miami, FL 33143, United States of America",-80.29092674628205,25.7056803
,33126,711,Northwest 7th Street,Florida,"711 Northwest 7th Street, Miami-Dade County, FL 33126, United States of America",-80.31028166380779,25.7786336
Miami Beach,33141,6495,Indian Creek Drive,Florida,"6495 Indian Creek Drive, Miami Beach, FL 33141, United States of America",-80.12089773780815,25.8480619
Hialeah,33010,903,West 1st Avenue,Florida,"903 West 1st Avenue, Hialeah, FL 33010, United States of America",-80.28345197516556,25.8301379
Hialeah,33010,8,West 13th Street,Florida,"8 West 13th Street, Hialeah, FL 33010, United States of America",-80.28199114910902,25.8324796
Miami Beach,33141,6600,Collins Avenue,Florida,"6600 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12084208461987,25.84946775
Miami Beach,33141,6525,Collins Avenue,Florida,"6525 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.1197767284662,25.848611599999998
Miami Beach,33141,6565,Collins Avenue,Florida,"6565 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11976784073482,25.8493988
Flagami,33144,,Southwest 15th Street,Florida,"Southwest 15th Street, Flagami, FL 33144, United States of America",-80.3123649,25.7562714
Miami Beach,33141,6701,Collins Avenue,Florida,"6701 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11998318475368,25.850584050000002
Miami Beach,33141,250,South Shore Drive,Florida,"Miami Beach, FL 33141, United States of America",-80.1329522,25.8576102
Flagami,33144,7290,Southwest 8th Street,Florida,"7290 Southwest 8th Street, Flagami, FL 33144, United States of America",-80.31354208729618,25.762542
,33126,7250,Northwest 11th Street,Florida,"7250 Northwest 11th Street, Miami-Dade County, FL 33126, United States of America",-80.31398041768813,25.780623499999997
Hialeah,33010,935,Okeechobee Road,Florida,"935 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.29033203547974,25.830771249999998
Miami Beach,33141,6899,Collins Avenue,Florida,"6899 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.11974349941843,25.85361805
Miami Beach,33141,6945,Abbott Avenue,Florida,"6945 Abbott Avenue, Miami Beach, FL 33141, United States of America",-80.1220734,25.85509115
Miami Beach,33141,,69th Street,Florida,"Miami Beach, FL 33141, United States of America",-80.12027862577474,25.85456105
Flagami,33144,7470,Southwest 8th Street,Florida,"7470 Southwest 8th Street, Flagami, FL 33144, United States of America",-80.31688216387352,25.76230795
Miami Beach,33141,7130,Harding Avenue,Florida,"7130 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12173135,25.85667295
Miami Beach,33141,6985,Collins Avenue,Florida,"6985 Collins Avenue, Miami Beach, FL 33141, United States of America",-80.12034262159148,25.85593925
Miami Beach,33141,7320,Byron Avenue,Florida,"7320 Byron Avenue, Miami Beach, FL 33141, United States of America",-80.12359045,25.8587925
Miami Beach,33141,7310,Harding Avenue,Florida,"7310 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1224855497737,25.8587388
Miami Beach,33141,7337,Harding Avenue,Florida,"7337 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12188970442784,25.85913755
Miami Beach,33141,,76th Street,Florida,"76th Street, Miami Beach, FL 33141, United States of America",-80.12140358522214,25.860990100000002
Miami Beach,33141,,Harding Avenue,Florida,"Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12252086673756,25.861574349999998
Miami Beach,33141,7436,Ocean Terrace,Florida,"7436 Ocean Terrace, Miami Beach, FL 33141, United States of America",-80.1202285,25.8603031
Miami Beach,33141,7450,Ocean Terrace,Florida,"7450 Ocean Terrace, Miami Beach, FL 33141, United States of America",-80.12016672500513,25.8605132
Miami Beach,33141,7710,Harding Avenue,Florida,"7710 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12253117156105,25.8623662
Miami Beach,33141,7643,Harding Avenue,Florida,"7643 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.12193976407943,25.8620782
,33166,7220,Northwest 36th Street,Florida,"7220 Northwest 36th Street, Miami-Dade County, FL 33166, United States of America",-80.31477535988105,25.8086807
Hialeah,33013,147,East 33rd Street,Florida,"147 East 33rd Street, Hialeah, FL 33013, United States of America",-80.2797449,25.8523475
Courtly Manor,11890,,Northeast 112th Street,Florida,"Courtly Manor, FL 11890, United States of America",-80.16220771717121,25.8797103
Myricks Trailer Park,33167,,Northwest 115th Street,Florida,"Myricks Trailer Park, FL 33167, United States of America",-80.2177418,25.8800748
,33166,7370,Northwest 36th Street,Florida,"7370 Northwest 36th Street, Miami-Dade County, FL 33166, United States of America",-80.31615227611732,25.8083696
Miami Beach,33141,8100,Harding Avenue,Florida,"8100 Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1225119407583,25.86627185
Miami Beach,33141,,Harding Avenue,Florida,"Harding Avenue, Miami Beach, FL 33141, United States of America",-80.1225079354707,25.86647285
Hialeah,33010,1651,Okeechobee Road,Florida,"1651 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.29910777519156,25.836894299999997
,33122,7750,Northwest 25th Street,Florida,"7750 Northwest 25th Street, Doral, FL 33122, United States of America",-80.32233072493548,25.79572255
,33166,7401,Northwest 74th Avenue,Florida,"7401 Northwest 74th Avenue, Miami-Dade County, FL 33166, United States of America",-80.31670084993664,25.81055125
,33122,,Northwest 35th Terrace,Florida,"Northwest 35th Terrace, Miami-Dade County, FL 33122, United States of America",-80.3183144263597,25.8078885
Hialeah,33010,1775,Okeechobee Road,Florida,"1775 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.299402,25.837587499999998
,33122,,Northwest 35th Terrace,Florida,"Northwest 35th Terrace, Miami-Dade County, FL 33122, United States of America",-80.31966008648234,25.80795735
,33166,3570,Northwest 74th Avenue,Florida,"3570 Northwest 74th Avenue, Miami-Dade County, FL 33166, United States of America",-80.31893923333334,25.80862445
,33143,8200,Southwest 70th Avenue,Florida,"8200 Southwest 70th Avenue, Miami-Dade County, FL 33143, United States of America",-80.3070423489884,25.694009899999998
,33166,7500,Northwest 41st Street,Florida,"7500 Northwest 41st Street, Miami-Dade County, FL 33166, United States of America",-80.31869129447014,25.81124665
Courtly Manor,33181,11790,Biscayne Boulevard,Florida,"11790 Biscayne Boulevard, Courtly Manor, FL 33181, United States of America",-80.16580396597314,25.884618449999998
Hialeah,33012,391,West 31st Street,Florida,"391 West 31st Street, Hialeah, FL 33012, United States of America",-80.2896396,25.8502001
